,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,x-axis__fft_peak,x-axis__hjorth_mobility,x-axis__hjorth_complexity,x-axis__rolling_mean,x-axis__rolling_std,x-axis__zero_crossing_rate,x-axis__spectral_energy,x-axis__spectral_entropy,x-axis__iqr,x-axis__coeff_var,x-axis__energy,x-axis_MAD,x-axis_range,x-axis_kurtosis,x-axis_skewness,y-axis__fft_peak,y-axis__hjorth_mobility,y-axis__hjorth_complexity,y-axis__rolling_mean,y-axis__rolling_std,y-axis__zero_crossing_rate,y-axis__spectral_energy,y-axis__spectral_entropy,y-axis__iqr,y-axis__coeff_var,y-axis__energy,y-axis_MAD,y-axis_range,y-axis_kurtosis,y-axis_skewness,z-axis__fft_peak,z-axis__hjorth_mobility,z-axis__hjorth_complexity,z-axis__rolling_mean,z-axis__rolling_std,z-axis__zero_crossing_rate,z-axis__spectral_energy,z-axis__spectral_entropy,z-axis__iqr,z-axis__coeff_var,z-axis__energy,z-axis_MAD,z-axis_range,z-axis_kurtosis,z-axis_skewness,sma,corr_xy,corr_xz,corr_yz,jerk_x_std,jerk_y_std,jerk_z_std
z-axis__hjorth_mobility,0.10312884770316721,0.087186899202089,0.10270914087301916,0.02044992955269349,0.38210913123316564,0.2914483755484359,0.33794997170496843,0.409595723122204,0.4479243827199208,0.1806953773176594,0.0674368553289846,0.05472328655497175,0.06809074966041304,0.02044992955269349,0.3374679930628972,0.2723086501391863,0.09621793059409973,0.2299102042695653,0.2778430676878441,0.28416102038266466,0.13827859995240313,0.15508011895657367,0.1381718619499739,0.02044992955269349,0.26141792986485957,0.18302894092251626,0.17755655124978698,0.23692608813128793,0.25875075848619294,0.2923575086100108,0.2041064833596981,0.22035143602543866,0.354395393380463,0.10248050523559878,0.41677649492839897,0.16501189773489414,0.2899709545628735,0.06471164474488746,0.35702201976262743,0.02490101862861122,0.26443201269163163,0.3770090089170403,0.4084690425731817,0.1560451617537523,0.15660795825148335,0.0788069190460249,0.3054713843732101,0.4339578940908274,0.06743561606247903,0.37683349732063903,0.287500655348005,0.2726958274779964,0.009157926129071174,0.2973897643837155,0.00046578500540928833,0.1265172367773118,0.3261852089499611,0.34999996326711214,0.127799513591589,0.043155808468677705,0.1285796548222726,1.0,0.741990703160926,0.13886402608863718,0.36408546831226785,0.5713319015977489,0.18663816013289566,0.5683930489902567,0.19619200417668653,0.022623793961235622,0.12350826122328823,0.24288191665914044,0.31541491404546795,0.023368920550288205,0.01639271302094291,0.31232362764794536,0.020914582404503765,0.15055722394845134,0.2050891931043949,0.4353788447593392,0.4047221002928661,0.45605919032417325
z-axis__hjorth_complexity,0.05359824340528662,0.04637260696369895,0.053437658263542825,0.015999013791719214,0.30999986168267996,0.23010960158230703,0.24402926493038354,0.30650839441909183,0.3484837939653692,0.19692527724780162,0.04623154388639803,0.034844850538171754,0.04716292817778439,0.015999013791719214,0.3085031687598244,0.23857503884723083,0.12704051033030136,0.23818736878202726,0.2983430566715461,0.2547422337755046,0.14226920509249724,0.15673756191127458,0.14191674355036382,0.015999013791719214,0.2661396914320053,0.19818725189829722,0.15747860355607116,0.25777958196633205,0.2850109672241382,0.275846285557964,0.11393303913893928,0.27612633583926904,0.5853039565810956,0.05304385598332055,0.3441437390011113,0.20976320342721594,0.23008243589735042,0.04242412021928812,0.2791429830639846,0.010679171874443453,0.19437445038700682,0.3011402227995118,0.3476975907312479,0.15894745395621412,0.0779039421706318,0.02286848880619842,0.2732307061358059,0.6059127856662087,0.046723295849827776,0.34036597668905594,0.21190003072299873,0.24083500621699988,0.01771810781490872,0.27293333049788704,0.004737371228450668,0.14905568295322544,0.29802480129122444,0.33061040045271084,0.15154091178375598,0.018304334616253786,0.11723968658756306,0.741990703160926,1.0,0.14220003644681894,0.3407849204683871,0.44490328972045606,0.20289981423695638,0.5259659012348191,0.20231088437331607,0.009986627329050483,0.11450837207785267,0.24386018830471895,0.31574387890178274,0.04722670081145557,0.038843522578651264,0.2555079815247404,0.03453612048252623,0.03531278781465649,0.25257185166667534,0.3563482916323683,0.35322176364815683,0.3707992451862352
z-axis__rolling_mean,0.04756824322247942,0.064423560162272,0.04741026124500962,0.006027128209777196,0.41299594668531897,0.30835297555711727,0.3258443098922809,0.34161618348667594,0.4467186898813659,0.286615859643433,0.06231874074685093,0.05897340271692272,0.06203496053267275,0.006027128209777196,0.35300366821538076,0.25884189558553,0.2764715546633319,0.3991786199402012,0.44348305169839136,0.24815330701565252,0.9988751851795649,0.9543811064576996,0.9992712197624719,0.006027128209777196,0.36985602885921764,0.2752198909649067,0.017581620122671646,0.05379449947670934,0.27314739613562705,0.6806364405593854,0.20257153091356989,0.1249534016796223,0.036532283054982545,0.04719340031535219,0.40558676561390966,0.0756122442163675,0.3057082043626483,0.2171140127973521,0.3936487176381885,0.014564854333588267,0.3173283577601904,0.40794892184968146,0.43325225641211845,0.18196269017412434,0.016318500957876514,0.07055534229843709,0.13239204832808288,0.032379038746228356,0.06209781891760741,0.32705776762298344,0.21877154781632852,0.2581550643137714,0.16719215120956038,0.2807002342104917,0.0395707397826404,0.21235927689592432,0.32925371001563924,0.40983336208319093,0.12396126072668015,0.00865039814778408,0.2970840547563105,0.13886402608863718,0.14220003644681894,1.0,0.3689591942352545,0.2717986308967463,0.2675476292025103,0.020588354147406448,0.30360854245792457,0.0117353971287126,0.01808357892472238,0.3513237086493491,0.4134947580307051,0.008022820187109616,0.015934864009575604,0.33743090740022186,0.1187038006577139,0.08572247702824734,0.06544505543867661,0.3959273484197831,0.33719292056607547,0.3762529827393228
z-axis__rolling_std,0.11637982848652323,0.09943022526391239,0.11583940284427718,0.046899726008340525,0.7722520956381402,0.6627792486053792,0.5210416089510157,0.46889295013919696,0.6578423052107463,0.6650755885292311,0.1705580807136475,0.12533373992385885,0.17321692733361896,0.046899726008340525,0.8487183806716818,0.8004290456193225,0.3929185656383343,0.4258126013876504,0.5528831449189271,0.7571536005748258,0.3698122573264034,0.36706745458684115,0.3702398665948258,0.046899726008340525,0.9836199652389845,0.9370668829867482,0.7143089423132489,0.7095805546203808,0.7996286743016012,0.8379803634482383,0.12609926244723943,0.15692380573094358,0.1915083891990589,0.11568944852897708,0.8112229296110604,0.5040772224254553,0.6577458498657142,0.18959057398465984,0.6950508755753771,0.00927509084479146,0.4805684625557383,0.7556740436065631,0.7797225207695222,0.33155384814050304,0.0645513566564928,0.11878940938989124,0.10392143517392467,0.17860957243201842,0.17269404619126835,0.8447134173510283,0.686077518213795,0.7946888762597258,0.23373206044153613,0.7770835959206649,0.01661614881826901,0.4341914330469853,0.8331216892782405,0.8344973348305833,0.2951760737692209,0.26685274121431835,0.07467607223039652,0.36408546831226785,0.3407849204683871,0.3689591942352545,1.0,0.5722598022060451,0.9258732474501156,0.07691004979087178,0.927312828663412,0.003050055622926713,0.6705076356641758,0.9805917110099339,0.9202236909462607,0.29330036341225674,0.10460303620344488,0.7891622429963947,0.0881971486688969,0.008263529818657946,0.09274258240293706,0.8614394143721588,0.8442649313365956,0.9853924270598474
z-axis__zero_crossing_rate,0.06922810576397753,0.08209149889350123,0.06866026535763138,0.052411511071156665,0.5348906724072772,0.3787150699841324,0.26579716165055306,0.4275950230470251,0.4967942578593433,0.4373697361176041,0.14180597781402018,0.15895173831877824,0.13907306821781626,0.052411511071156665,0.5653320484905908,0.4045373817074782,0.4657808703742427,0.5963948503657015,0.679402026157432,0.33623829726061216,0.27095907944492065,0.3120906763017287,0.2718597237097328,0.052411511071156665,0.5359833864052793,0.3383875358815458,0.06952961296797888,0.5070267934038202,0.4589468479097186,0.502152427432307,0.0057581069925378425,0.15228996180211027,0.27005001661449946,0.06876994676505954,0.5676509970946501,0.41192443408761975,0.37534806157460376,0.20779523074181644,0.4764520244993226,0.017684321387369913,0.20778108283797997,0.5205543044210162,0.5958450919918731,0.3031896713518743,0.11094742428693502,0.21449050837970424,0.0409175282600936,0.217776668749072,0.13942947518993104,0.5718237092144752,0.3149444372455162,0.4019810619495908,0.18568732668299207,0.4925642296261827,0.008840523441888796,0.449160461062396,0.5495764197085865,0.5844646528164051,0.3345927968914908,0.08508078545760006,0.5438366461872242,0.5713319015977489,0.44490328972045606,0.2717986308967463,0.5722598022060451,1.0,0.3363326331646358,0.15386401244114034,0.4113739893178531,0.009227166657822326,0.021325377323905752,0.49793840265195605,0.5947948205137287,0.06700607242658739,0.1291440535434714,0.3505422877103861,0.04943663970396681,0.10044880591760981,0.2182893527438976,0.5891135027467468,0.6153068056534281,0.6229967027162
z-axis__spectral_energy,0.1324818623345358,0.1096421904246015,0.1321462002385627,0.04887244425224275,0.6425742894092996,0.58676177081322,0.4403441950996424,0.3370134004724854,0.5102580021766607,0.5815001513661885,0.20088598476345795,0.15224594797458446,0.2041217985396812,0.04887244425224275,0.7391294743434226,0.762453563889538,0.31378208609903513,0.25650321290548816,0.36785598962118554,0.7035170887356484,0.2689874784580008,0.24740743286529432,0.26919846733990754,0.04887244425224275,0.9274875587668078,0.986458551050212,0.777010219944693,0.6386082662327803,0.708683359976635,0.7327903547573067,0.08317242568674761,0.14484531816474577,0.1211090356388548,0.1318537423423834,0.6744081174270616,0.4428431376527276,0.5857724476565522,0.11042421747455648,0.5741072783500841,0.005531421525558217,0.41184181406752834,0.6281782785039903,0.6309070882718062,0.24436857215392782,0.10157825032676658,0.1591619723274315,0.0921791421768131,0.13018655006493246,0.203638626866656,0.7353197137397357,0.6087360821537213,0.7611214105833098,0.14382784785676456,0.6848295856404948,0.013646098507015746,0.3759902931841002,0.7283693968643863,0.7023145361797393,0.19655266020424006,0.29227037217189655,0.06736885911036535,0.18663816013289566,0.20289981423695638,0.2675476292025103,0.9258732474501156,0.3363326331646358,1.0,0.03309670837975717,0.924220184809735,0.00570992657892404,0.7904136191153155,0.9415107884917955,0.8143019006007457,0.2900790878100521,0.14241871445492293,0.7596224262469804,0.08962115393961563,0.05482312040536252,0.06545567008550278,0.7329740527464489,0.7309534955808659,0.8908014802372332
z-axis__spectral_entropy,0.16063510598266437,0.15951578322784377,0.16039938462986142,0.17147316467556958,0.20974170782449206,0.19789908818612414,0.2591464638633247,0.27505285579618366,0.25454442932516536,0.01718048590152634,0.11098618097128563,0.12299937367644131,0.1237998203626643,0.17147316467556958,0.15268777053539895,0.14156951828830275,0.053740249864248434,0.0462824952123656,0.08516449226536009,0.22166927877646347,0.019049337398948017,0.02013141194891889,0.02061767116903219,0.17147316467556958,0.04428496050414263,0.024440672478957096,0.10312491016600327,0.11118886352673574,0.1267773070880064,0.11245838841420303,0.2115587216653645,0.018624429356382248,0.19051883941938855,0.16002043657070794,0.18571428386971492,0.04326810600193008,0.19769034474600722,0.30192825141663826,0.2218515105938298,0.015101392046410315,0.23929885941179868,0.21389803348807115,0.20334679232368008,0.05129120078264763,0.12629823578976943,0.12736566308787686,0.1547709123666423,0.28329555631042674,0.12378103807892851,0.13931830962876382,0.08469744144043412,0.1411219680754036,0.37642477487269027,0.12895553133056778,0.0005986315626226452,0.011269621407309692,0.14117996577523864,0.20315369360289015,0.007040356349690518,0.020940022085708648,0.007265058045789508,0.5683930489902567,0.5259659012348191,0.020588354147406448,0.07691004979087178,0.15386401244114034,0.03309670837975717,1.0,0.012875081224407085,0.026111626352816185,0.07669735092660576,0.030912854243337423,0.1319546101659536,0.12183410199959269,0.0020765056820760157,0.18644282369927734,0.06017195239356885,0.12940407739690485,0.0488713819917438,0.17663254450866253,0.15908932525987343,0.1483528994579862
z-axis__iqr,0.13905421471028484,0.11537174676534527,0.13885001472816377,0.047601490052380895,0.6671274428878611,0.578435703269952,0.42253289526182214,0.36105751058948804,0.5399186069621913,0.6184783014447448,0.1358824717373224,0.0880309970114584,0.13899357571269952,0.047601490052380895,0.8062320989571227,0.7981623719886676,0.3906975920011917,0.3575038578598596,0.4717439547222157,0.7291549578555003,0.3043206923172049,0.2745320862661649,0.3047361788179598,0.047601490052380895,0.9273589976233537,0.936058457717247,0.7208202909915193,0.5993661646632992,0.6795776627202083,0.7536760937029671,0.04585661880747127,0.16764883693093358,0.12894912395489908,0.13886166884183007,0.6995843258948035,0.5002748166653982,0.574735524489157,0.10759551589907071,0.6007587172056986,0.00738461171149559,0.3813610610929537,0.6524085117855696,0.6728477651917837,0.2829945641000224,0.10185376005201893,0.1032854210540632,0.14512686009841566,0.10701974618499922,0.13859616567462124,0.8017143623265853,0.6402273591601254,0.7904502028910599,0.21039022677568156,0.7525042250938323,0.014599735062127835,0.4389233633248356,0.795702875859358,0.7760370853353179,0.257085809694942,0.31651692192691067,0.0029379229135664195,0.19619200417668653,0.20231088437331607,0.30360854245792457,0.927312828663412,0.4113739893178531,0.924220184809735,0.012875081224407085,1.0,0.004181143221202861,0.7096338428904458,0.9640901749985443,0.8070686973850141,0.38868753966986563,0.20538201084319826,0.7575438230809179,0.09518102103217646,0.05125062794319548,0.08519566982066971,0.7711762657531293,0.7977332426312279,0.8878030789071308
z-axis__coeff_var,0.014656136299630161,0.015812164517062795,0.014624339598688267,0.0005090555992199665,0.009412843856881674,0.0048123321534747745,0.015237199817413002,0.008053037464220734,0.011403997064476088,0.00983534624813276,0.014924182088699823,0.015347913475894238,0.014917323536143395,0.0005090555992199665,0.0002476400070051877,0.004660704993409724,0.006189810131922539,0.013440070833695639,0.00958571107010246,0.003115715548909794,0.011771259778634652,0.01568472406574348,0.01177550175606879,0.0005090555992199665,0.0031798823568858097,0.0008866626996902733,0.003401177765870276,0.004411489901826832,0.012174674839936204,0.01842338983629193,0.019484996833593546,0.022543710501582423,0.005659209775447389,0.013825443300320582,0.005838984527777562,0.01981843721062384,0.00725606970141178,0.008536558938272284,0.006905388560358935,0.00014414017537999778,0.013526129146469704,0.007612883841633897,0.012310380334384861,0.008260409657909829,0.033526626300313674,0.006936894324852119,0.003823579979259724,0.003306526392955845,0.01484560298924316,0.0036075618855980623,0.0018452607062294354,0.006279422507297575,0.013625152523373546,0.005666039478471514,0.0004932448625008798,0.010012840186155584,0.001317934682240604,0.004543738726190667,0.000884093318105136,0.00275956941724431,0.010369484551721089,0.022623793961235622,0.009986627329050483,0.0117353971287126,0.003050055622926713,0.009227166657822326,0.00570992657892404,0.026111626352816185,0.004181143221202861,1.0,0.005523888203680446,4.935585288380278e-05,0.014301957753216278,0.011071988587155017,0.002340832310029658,0.0046062354217896485,0.012102234837093986,0.0007826647199761214,0.000615682017490641,0.0014920908137248078,0.00035460663189176725,0.009331607428432762
z-axis__energy,0.04384501298817446,0.014628862615625123,0.04379078419662464,0.051630102904462474,0.4181608166644498,0.43349425361952343,0.39618034444242806,0.1930022415859843,0.32729587547384237,0.34615336810764535,0.418993668039422,0.36796801236364485,0.42285607225272104,0.051630102904462474,0.4953771645581233,0.5920352883265324,0.07295862473517614,0.1384471933293282,0.06011405998924871,0.6385243543606398,0.01901993623429308,0.014612806287173225,0.019417750289639896,0.051630102904462474,0.6639237264009955,0.8026499205577109,0.9697218714992003,0.4461469613675522,0.5863181928357128,0.45939102049115355,0.17748656856136313,0.10839956290583928,0.015984393846629953,0.04342119834912323,0.44643360008562183,0.22122672973075064,0.4316192547041435,0.03117912108406475,0.38488753026648953,0.0029015760131486227,0.3732572529234315,0.4131291292386316,0.3702591311303578,0.12186822854153952,0.12243918870322014,0.4401634621834924,0.10033246036941251,0.023378842067975605,0.4224547865758429,0.4941728741822246,0.5104883560198753,0.5873625879145521,0.08366575765177658,0.4767842034745013,0.03142045300747995,0.04407705324058631,0.4924360469243873,0.4424814010166835,0.05161358101318114,0.2675933471533162,0.6246206615296599,0.12350826122328823,0.11450837207785267,0.01808357892472238,0.6705076356641758,0.021325377323905752,0.7904136191153155,0.07669735092660576,0.7096338428904458,0.005523888203680446,1.0,0.6925785045632245,0.5347624577936418,0.24251986632425904,0.24427759738071067,0.6605768467939437,0.12103746203970717,0.11978395328738432,0.020501214910010414,0.4928302158181545,0.46482053992742567,0.6249059841688752
z-axis_MAD,0.11649167858504327,0.09572885804617605,0.11609473040464362,0.05012121528416084,0.7446618827705834,0.6368484017603547,0.48784169787267617,0.43976424214660087,0.6223927981191743,0.654787388213458,0.15011865739456484,0.10781796507110003,0.15311811055694957,0.05012121528416084,0.8466213296590863,0.8053381212856169,0.4021152669796171,0.42619703118667823,0.548014329425829,0.7536624136272045,0.35213792020096335,0.3440795165508574,0.3526322626126927,0.05012121528416084,0.9910054757893173,0.954234953568488,0.7302920414781843,0.702447625071964,0.7878762426581885,0.8220555848796928,0.0953487585838784,0.13921977777365577,0.13520427214527286,0.11596102635879466,0.7723751025392547,0.5061311049277248,0.6317743890962212,0.15522328100338337,0.6702282214272695,0.006607627407072812,0.45036102982230725,0.7285302473337855,0.7524191155367447,0.32031659377079896,0.08640473799883337,0.10726717643908434,0.1671039899155239,0.09950320815669829,0.15274627463349974,0.8304673756422105,0.6581160673764268,0.7984611477531789,0.23048569393101098,0.7761988297665833,0.019269951997805724,0.4416753474834217,0.8312887069138835,0.8318824016834668,0.2883986194580491,0.2784536150558616,0.04914875515992882,0.24288191665914044,0.24386018830471895,0.3513237086493491,0.9805917110099339,0.49793840265195605,0.9415107884917955,0.030912854243337423,0.9640901749985443,4.935585288380278e-05,0.6925785045632245,1.0,0.9061020975629452,0.32554506940278116,0.11504318142904188,0.7864860794086134,0.08897043110903802,0.021318358751110426,0.0686174359505148,0.8307520612473901,0.8297004433148077,0.9562735069885625
z-axis_range,0.1048183661464283,0.09190591053167091,0.10430569817121782,0.06738567133478987,0.7697481688698924,0.6379928333764339,0.5094052436949477,0.5016225776857445,0.678997029815385,0.6617759458875812,0.1405595346137143,0.10994095221354706,0.14457373268415064,0.06738567133478987,0.8052538187606717,0.7036460582517472,0.3833157317775409,0.5022813675130665,0.6298096054381398,0.7070278400639266,0.4146771103062901,0.4237960705840333,0.41514062841137145,0.06738567133478987,0.9445226075295067,0.8245638766792168,0.6168829712996395,0.8105774360886698,0.9085292403618688,0.8784071926895439,0.13323549179584177,0.0671624769646591,0.15390363897555712,0.1041380615257462,0.7842782964289254,0.46498543700477907,0.631350596115565,0.17785926129205232,0.6868505585388052,0.0014813036245006548,0.4794171803625819,0.7502992040835028,0.800279457733775,0.32445941594402505,0.03569544836189505,0.07794847731684416,0.17307711901283027,0.10334815750540607,0.14449586737660905,0.768091138059943,0.6000140706003841,0.6977638457816789,0.1789483461928265,0.7103551593350326,0.017971016363190453,0.4039297026569781,0.7814097990768035,0.8342092285243675,0.30405163994148987,0.2176536401543079,0.15311530893421216,0.31541491404546795,0.31574387890178274,0.4134947580307051,0.9202236909462607,0.5947948205137287,0.8143019006007457,0.1319546101659536,0.8070686973850141,0.014301957753216278,0.5347624577936418,0.9061020975629452,1.0,0.10986722595146445,0.019769365780846156,0.707497776243507,0.07156694842943707,0.018075638399606256,0.04288961706615908,0.8130463371606161,0.7816678925675086,0.927895186236576
z-axis_kurtosis,0.10589298851732015,0.09412863346964541,0.10579607605338592,0.018986909042736696,0.2314680922950876,0.23976811571780246,0.16209658681957634,0.04711540692008782,0.1334561924781674,0.24456590890397184,0.10304214990872777,0.08011613500489935,0.1019281357910153,0.018986909042736696,0.296684586910359,0.3347912160803644,0.13467991463739476,0.02653117587930219,0.07359992616168272,0.29395270549550157,0.007791766836190259,0.03478381957523029,0.008173464979786424,0.018986909042736696,0.2580758438036613,0.2948440925570177,0.22948529317766458,0.0550928059490907,0.036041873003342384,0.21414277712333052,0.02509755750436734,0.04202771151100795,0.004999170092330364,0.10578165453299783,0.25612428277381194,0.1352743722892648,0.24007845624224106,0.06851783546894583,0.23327849350917315,0.013217823475746819,0.16088787936415935,0.23413287738534458,0.19941508986826115,0.2555650674832553,0.09628804653514031,0.07794739409797181,0.1353760711405582,0.0001254941110369286,0.10155442512294802,0.30833094266313676,0.31215828542749585,0.3318997309782262,0.1941635888176747,0.31102535073785936,0.008609853718998594,0.1643160451976071,0.30394383930225244,0.2511025807588919,0.28997688152150036,0.19782091698185486,0.04725881085766002,0.023368920550288205,0.04722670081145557,0.008022820187109616,0.29330036341225674,0.06700607242658739,0.2900790878100521,0.12183410199959269,0.38868753966986563,0.011071988587155017,0.24251986632425904,0.32554506940278116,0.10986722595146445,1.0,0.4604280404042977,0.29199310721379235,0.07478046366872992,0.0539039271250922,0.05645358844788543,0.26759533250321504,0.26626436800190684,0.24863076117729524
z-axis_skewness,0.175831821705147,0.17502842018803413,0.1763040381379833,0.019774113294576946,0.15145816941429968,0.21498691787966187,0.13810031613112625,0.04309298951090457,0.03462750524009508,0.22174478960841804,0.24071635922295945,0.22220620351021983,0.23990438634603778,0.019774113294576946,0.17379167635395198,0.2629603488899903,0.025581514831042866,0.17335896371459958,0.13431813066562673,0.2750106878286092,0.01696815914549507,0.15761232571686487,0.016572509818760104,0.019774113294576946,0.052528248256027,0.14445454647067857,0.2119457869997351,0.36400424048504654,0.14305392306275092,0.2666082250604626,0.03447493423971679,0.07328327935616283,0.09759911476658986,0.17644296751730634,0.16652761790852405,0.00810895042317907,0.2127201898267418,0.13142017683578178,0.15597924307275662,0.013663377552422576,0.14266647746238237,0.1533084519592984,0.12101729993212301,0.028304915470913013,0.0424127781494803,0.19681788730163136,0.12219301614493616,0.032993703700471486,0.2395942284676846,0.19235950463329649,0.34196046231195887,0.2613761668509872,0.1493793660891402,0.21462375541052253,0.001567306247136334,0.02820856979521793,0.18845605762231976,0.1308539820063527,0.02542132984157012,0.10675190387658304,0.2365995977261551,0.01639271302094291,0.038843522578651264,0.015934864009575604,0.10460303620344488,0.1291440535434714,0.14241871445492293,0.0020765056820760157,0.20538201084319826,0.002340832310029658,0.24427759738071067,0.11504318142904188,0.019769365780846156,0.4604280404042977,1.0,0.20270492485620148,0.16835241115808974,0.013864982092693049,0.20602212819869764,0.15034759633355577,0.13756934377063232,0.06883620463145226
sma,0.02631715508175974,0.033309884874876135,0.026488171821060145,0.04282862494623538,0.8296601373381236,0.8127971452949164,0.7285454137926524,0.5831639363142409,0.7040408025097581,0.5480159875686984,0.25237232890926947,0.20544557730007748,0.2554442266033436,0.04282862494623538,0.7983644484925935,0.8385226814267548,0.3395992250317814,0.25398230086572415,0.353253251809872,0.7723219042002509,0.3386286688911367,0.32173335954528737,0.3387384531152906,0.04282862494623538,0.7733671729816219,0.7692210394875145,0.6990690926289703,0.47666217768522007,0.600285486245898,0.7004821234978076,0.36531127303654315,0.07227750528724086,0.02146467227510202,0.02659802657715045,0.8239146558348385,0.2206457667653578,0.8066744773186756,0.21583170210824815,0.7878132207333766,0.006769240678146458,0.6941194361700042,0.8232256994915317,0.779605601326461,0.2789342036450704,0.010621123439505116,0.15094955108436042,0.18011252437847813,0.09725240666839957,0.25505310988445873,0.7771327121499351,0.5654804015358786,0.8324873327391421,0.1582246538913891,0.7602825518563021,0.029617866145496635,0.4196202855965931,0.7890235780421523,0.7565047332523441,0.17928409935148665,0.24781504405441723,0.1009200861337662,0.31232362764794536,0.2555079815247404,0.33743090740022186,0.7891622429963947,0.3505422877103861,0.7596224262469804,0.18644282369927734,0.7575438230809179,0.0046062354217896485,0.6605768467939437,0.7864860794086134,0.707497776243507,0.29199310721379235,0.20270492485620148,1.0,0.07675142503941663,0.10878476197485379,0.10752514617855154,0.8261804870736045,0.7467491665553402,0.7776362609086882
corr_xy,0.3009155983032064,0.2703387489816392,0.3009685039888281,0.020653972019052738,0.014631893337242475,0.011585794955319967,0.06218739838788555,0.2453171482647092,0.06935370279300467,0.24848344514294585,0.07960927363913912,0.10488267714248282,0.08023874732816044,0.020653972019052738,0.07573093772340242,0.07457137025590264,0.10408608502858976,0.0675417210744283,0.005904244438543137,0.06910692791829665,0.11860333171689051,0.08572455421844476,0.11847576644130732,0.020653972019052738,0.08274710781798278,0.09500061205256351,0.10667717264864499,0.041674995784119026,0.08730705228338771,0.1442147454444348,0.0861005774208986,0.12612929088237804,0.014836405147657095,0.30015679830603215,0.01406888996664612,0.11191610671856436,0.014436458134083268,0.005202579311780169,0.023925512977385197,0.01226095806212773,0.04188587629166911,0.016346219893841264,0.0016700620791975324,0.0028995345772088116,0.2698579058202307,0.08178840922139548,0.07942438284059873,0.09205592437172942,0.0802520662235182,0.05575610072379252,0.03280780935739021,0.07227501224019699,0.10460184256977091,0.07473787825132229,0.0327865675427374,0.11847958039470051,0.07518335521698333,0.09122497864731956,0.03430815727072947,0.12880923931065244,0.11703293240043375,0.020914582404503765,0.03453612048252623,0.1187038006577139,0.0881971486688969,0.04943663970396681,0.08962115393961563,0.06017195239356885,0.09518102103217646,0.012102234837093986,0.12103746203970717,0.08897043110903802,0.07156694842943707,0.07478046366872992,0.16835241115808974,0.07675142503941663,1.0,0.10546493622260407,0.1435243879338975,0.04848947615793767,0.050886689848221776,0.07229602668261485
corr_xz,0.1334878619327825,0.09687414502514632,0.1330409042566582,0.027746741168083955,0.1799987659822877,0.1703950271246529,0.1530443354365103,0.2820439514615466,0.17744934522136668,0.05243267473720302,0.05698662919784057,0.028637196165341595,0.054789960225472445,0.027746741168083955,0.00881190556457303,0.007664082027825164,0.07205497143937918,0.08768312607501053,0.07885869126098036,0.010672117229684867,0.08517209429993386,0.05369993896150423,0.08524758737374828,0.027746741168083955,0.012319807975672161,0.05812774639427272,0.10234500929892779,0.02681748842112912,0.06821588542498837,0.049719300916997757,0.09334604461407729,0.13876647102717785,0.11050696922703135,0.13316458623830335,0.16305466303479096,0.08944518405263313,0.168678591627285,0.08020638916942795,0.1952998819972659,0.011944875111005098,0.1318735429188745,0.18648297242466014,0.16080053134195946,0.06255770515273212,0.2355058632298298,0.09130836781902968,0.13000988690083992,0.001292710743512707,0.05492499188523857,0.002443489646054955,0.010063799517634558,0.00559886405793851,0.15498536510076424,0.00893287733921835,0.005933228032094826,0.06787922677197572,0.006546256264215581,0.03743322242228607,0.04137040369214711,0.16647662965346363,0.17888378197417973,0.15055722394845134,0.03531278781465649,0.08572247702824734,0.008263529818657946,0.10044880591760981,0.05482312040536252,0.12940407739690485,0.05125062794319548,0.0007826647199761214,0.11978395328738432,0.021318358751110426,0.018075638399606256,0.0539039271250922,0.013864982092693049,0.10878476197485379,0.10546493622260407,1.0,0.006544479156570858,0.14073646795087474,0.03891897413474911,0.035858385646008614
