,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,x-axis__fft_peak,x-axis__hjorth_mobility,x-axis__hjorth_complexity,x-axis__rolling_mean,x-axis__rolling_std,x-axis__zero_crossing_rate,x-axis__spectral_energy,x-axis__spectral_entropy,x-axis__iqr,x-axis__coeff_var,x-axis__energy,x-axis_MAD,x-axis_range,x-axis_kurtosis,x-axis_skewness,y-axis__fft_peak,y-axis__hjorth_mobility,y-axis__hjorth_complexity,y-axis__rolling_mean,y-axis__rolling_std,y-axis__zero_crossing_rate,y-axis__spectral_energy,y-axis__spectral_entropy,y-axis__iqr,y-axis__coeff_var,y-axis__energy,y-axis_MAD,y-axis_range,y-axis_kurtosis,y-axis_skewness,z-axis__fft_peak,z-axis__hjorth_mobility,z-axis__hjorth_complexity,z-axis__rolling_mean,z-axis__rolling_std,z-axis__zero_crossing_rate,z-axis__spectral_energy,z-axis__spectral_entropy,z-axis__iqr,z-axis__coeff_var,z-axis__energy,z-axis_MAD,z-axis_range,z-axis_kurtosis,z-axis_skewness,sma,corr_xy,corr_xz,corr_yz,jerk_x_std,jerk_y_std,jerk_z_std
z-axis__maximum,0.06695036210015892,0.060469456738582596,0.06630336544597223,0.06955998633783639,0.5057802373051022,0.3974838442914732,0.296168331702509,0.347633214387386,0.45166474273315194,0.4422450071736698,0.07002391537953537,0.04027919469813213,0.07410545293145296,0.06955998633783639,0.5689977131648699,0.47994611186299724,0.26042533963356307,0.3723217268418209,0.4632011906899835,0.47977742052899824,0.0529388997098985,0.04463039105825638,0.05261577067926782,0.06955998633783639,0.7524983282148705,0.6450639418965239,0.541385706707667,1.0,0.8453409921895609,0.4321361762241617,0.02029881855665974,0.1460488301138564,0.16399619339489432,0.06610621574075533,0.5182069169903178,0.4301507425526056,0.39301624903397064,0.02268412533465922,0.42736398322920877,0.009655534659669548,0.26514645039218093,0.486964414257986,0.5434521829781384,0.23412521956919197,0.03572578766362224,0.034552029061359686,0.08064007769787124,0.08900861082947491,0.07424613123108252,0.536429078133226,0.3571628983473665,0.47506214416395875,0.05275330250966487,0.4947985358058512,0.0017798760096936316,0.2944795598424564,0.5519257527080309,0.5826122594400235,0.2511959208676909,0.1790056264417436,0.08644595429504309,0.23692608813128793,0.25777958196633205,0.05379449947670934,0.7095805546203808,0.5070267934038202,0.6386082662327803,0.11118886352673574,0.5993661646632992,0.004411489901826832,0.4461469613675522,0.702447625071964,0.8105774360886698,0.0550928059490907,0.36400424048504654,0.47666217768522007,0.041674995784119026,0.02681748842112912,0.14969920711579757,0.5593901660519996,0.5632189367734973,0.7235146057204246
z-axis__absolute_maximum,0.060672682657381155,0.04212704658907272,0.06037217031054503,0.07691740404377084,0.628262050333396,0.5065050800510241,0.43899472681263646,0.4196412710210615,0.575146653727171,0.5406299967474602,0.19739440273296613,0.16990779359304944,0.2023417610926517,0.07691740404377084,0.6865638634354508,0.5867064143812979,0.21563647756024773,0.3791219066246067,0.48888375953928925,0.636221870780781,0.2741068279895292,0.307550744719186,0.2746690516130329,0.07691740404377084,0.8381613814960774,0.7173893484682172,0.6920398728216056,0.8453409921895609,1.0,0.7091829361498878,0.14169077564265886,0.09388036850446685,0.1408683271805165,0.06033236535702457,0.641091973081537,0.41356131398905766,0.5013497062407747,0.12244763157361278,0.5551917113999738,0.0072206858669993206,0.41234912536867546,0.6111554018178735,0.660639500594599,0.28399808462755954,0.06714590701588494,0.171573081862357,0.183173201018695,0.04831128766001125,0.2024511980719007,0.6482182193323878,0.5119779866819149,0.5819826965833863,0.17699143179418544,0.6060145303447607,0.022402865405628625,0.24996875154796955,0.6671651668090075,0.7124076287491772,0.2792137183303598,0.1906029353147018,0.08713252895848406,0.25875075848619294,0.2850109672241382,0.27314739613562705,0.7996286743016012,0.4589468479097186,0.708683359976635,0.1267773070880064,0.6795776627202083,0.012174674839936204,0.5863181928357128,0.7878762426581885,0.9085292403618688,0.036041873003342384,0.14305392306275092,0.600285486245898,0.08730705228338771,0.06821588542498837,0.030826600433152773,0.6705607763096346,0.6542444654029301,0.8044705123337439
z-axis__minimum,0.10677300687004591,0.09217807442058172,0.10651154520864374,0.047001132841325406,0.7725787039240292,0.6580667346198238,0.5427358994755708,0.4887527895797987,0.6769936091647871,0.6581621352849235,0.15930227690391735,0.13642661763727978,0.1621529052525193,0.047001132841325406,0.7756639899519406,0.6918709977750794,0.3777404342198237,0.4696198388986097,0.5918358756399967,0.6972162345882511,0.6817589091775096,0.6161782898685038,0.6822089822409325,0.047001132841325406,0.8403743702093425,0.7433244278929837,0.508126677623289,0.4321361762241617,0.7091829361498878,1.0,0.18860293152864108,0.01576238075168268,0.10316331088981114,0.10641428997005817,0.7848125396336131,0.36499599003425287,0.651484261507936,0.2553720883138171,0.7089181673161937,0.010160583072274966,0.52187341581866,0.7579843494226661,0.788850814977715,0.3085707405312259,0.025812541598066906,0.09183544382673751,0.2007123259645146,0.08650809604376851,0.1619181986564963,0.7450156314365702,0.6324880836122634,0.686798666357026,0.23251077628084527,0.6900817453681578,0.029125891496861147,0.38169325788795677,0.7528786278867121,0.8091418057217445,0.2632142084883372,0.18908267153807454,0.1652353544947953,0.2923575086100108,0.275846285557964,0.6806364405593854,0.8379803634482383,0.502152427432307,0.7327903547573067,0.11245838841420303,0.7536760937029671,0.01842338983629193,0.45939102049115355,0.8220555848796928,0.8784071926895439,0.21414277712333052,0.2666082250604626,0.7004821234978076,0.1442147454444348,0.049719300916997757,0.05611887068756826,0.7955039920418151,0.7440600986813146,0.8384225441172031
x-axis__fft_peak,0.2903787268493258,0.30752488114911786,0.28994576174005493,0.04930760532166167,0.3747623302739918,0.37465821174873887,0.8398889197084722,0.34745218568386393,0.6002461617019148,0.0194366373897044,0.546893923213808,0.5648774464715988,0.5512088756432587,0.04930760532166167,0.0654710494127374,0.08631431983276425,0.5622388397769141,0.2981868892538601,0.25913560644554273,0.34547018847069044,0.2028992171435989,0.22234578639633298,0.20324804935843907,0.04930760532166167,0.10723195091451038,0.08514483246811051,0.21315716137820892,0.02029881855665974,0.14169077564265886,0.18860293152864108,1.0,0.3329941386108646,0.12809334641573944,0.2896728974546455,0.34507938210536887,0.5816900423404351,0.37116061455380744,0.2638945565720047,0.4431537638191926,0.011169525770460584,0.8193817491531634,0.4032812386895209,0.22884939890217576,0.1772474895456057,0.015779768122655222,0.7102706110863212,0.10702163590735997,0.001526188368786206,0.5511078010718852,0.05181179403660358,0.3546924835490813,0.08547424627964895,0.025237255301788743,0.043348892896233,0.03889790673658931,0.542110504210489,0.05010619440386885,0.12215383236555828,0.08063038034517091,0.1610512543096087,0.1690177166025784,0.2041064833596981,0.11393303913893928,0.20257153091356989,0.12609926244723943,0.0057581069925378425,0.08317242568674761,0.2115587216653645,0.04585661880747127,0.019484996833593546,0.17748656856136313,0.0953487585838784,0.13323549179584177,0.02509755750436734,0.03447493423971679,0.36531127303654315,0.0861005774208986,0.09334604461407729,0.26180552893846404,0.25067785329942527,0.010034088204527836,0.14723756893636014
x-axis__hjorth_mobility,0.06364906158236662,0.0587592403473706,0.06303182637274587,0.0006229999454631437,0.2198627270229994,0.2962263055998456,0.3149458451391311,0.147869567220932,0.19189009262469012,0.0161615423858665,0.22915970610118286,0.2639613478521737,0.22902033345531364,0.0006229999454631437,0.11521117730396704,0.09542323602867712,0.19546052032002204,0.16490369092600254,0.11232346186563198,0.009087852563677163,0.12634646090881713,0.12267621024812729,0.12562389435606003,0.0006229999454631437,0.12744012569452426,0.14527983966167976,0.10214465292973966,0.1460488301138564,0.09388036850446685,0.01576238075168268,0.3329941386108646,1.0,0.674921350193148,0.0628051728098162,0.10078313340641558,0.5566226382943563,0.28698485197238316,0.5157668019328229,0.25946735631777645,0.022494257058199806,0.3626592237312341,0.23554701591999602,0.11403724822919943,0.061766219170271704,0.09090435065231967,0.1904145230548553,0.34133733598548477,0.30012995386717917,0.22914127695580733,0.1815004860391018,0.08663861575549192,0.09885192685723287,0.051815305112693326,0.1215957575394545,0.003456551487367967,0.2199721113268388,0.12000536470053769,0.09392598414687657,0.10471700085068734,0.20281586908918703,0.020297013565571113,0.22035143602543866,0.27612633583926904,0.1249534016796223,0.15692380573094358,0.15228996180211027,0.14484531816474577,0.018624429356382248,0.16764883693093358,0.022543710501582423,0.10839956290583928,0.13921977777365577,0.0671624769646591,0.04202771151100795,0.07328327935616283,0.07227750528724086,0.12612929088237804,0.13876647102717785,0.457033052466433,0.10208952367244517,0.23052618912822573,0.14544754968932727
x-axis__hjorth_complexity,0.04841262327919074,0.052906816609301195,0.04836423533702764,0.010576474306507497,0.00016544263820027677,0.05538728900242514,0.07716126418686557,0.012138618841777206,0.023499896340267532,0.08081179330268988,0.12897512819477744,0.15375347508182455,0.12955802657016038,0.010576474306507497,0.1351034480417049,0.08525025189523593,0.16933217150688337,0.19530324865207915,0.2043717944337915,0.05205870716448015,0.03556956834967236,0.05037983803724841,0.035987669327821235,0.010576474306507497,0.14502601220775263,0.11447132134576064,0.02621781009926672,0.16399619339489432,0.1408683271805165,0.10316331088981114,0.12809334641573944,0.674921350193148,1.0,0.048666272231597155,0.1012366563731226,0.35681299421286006,0.045118587561797825,0.3316977720473866,0.020167747984160978,0.01792551224353339,0.10002061522571705,0.010039071759048753,0.06350297120206655,0.019351368787778503,0.03173424968352044,0.1313710353025927,0.3053589470739702,0.6324268841452942,0.13018548732178528,0.18921696615748776,0.08840607935954656,0.09187232728670404,0.0022245191985049554,0.12601579637205165,0.002517804648013314,0.17234648069069092,0.1323132771493717,0.14455957284470733,0.10640399748193008,0.11195931353436783,0.11962775005784108,0.354395393380463,0.5853039565810956,0.036532283054982545,0.1915083891990589,0.27005001661449946,0.1211090356388548,0.19051883941938855,0.12894912395489908,0.005659209775447389,0.015984393846629953,0.13520427214527286,0.15390363897555712,0.004999170092330364,0.09759911476658986,0.02146467227510202,0.014836405147657095,0.11050696922703135,0.3244128292128691,0.16858831439143496,0.2101144963501695,0.18623061541901056
x-axis__rolling_mean,0.9991702092301971,0.9820717905162327,0.9996941090844045,0.015060280444128098,0.02192751601235362,0.011228404090808337,0.17134797820082792,0.6083859889616091,0.13941563478062677,0.659132680166474,0.029118819336146334,0.08457948308713274,0.029793235416238996,0.015060280444128098,0.056002115592234704,0.06063930150495717,0.16332582864055697,0.014567135764367186,0.06402144007451131,0.057817843076628815,0.04668012834635911,0.09144191124937229,0.04652978351070547,0.015060280444128098,0.10839305124714661,0.13308247684141367,0.028627164311187805,0.06610621574075533,0.06033236535702457,0.10641428997005817,0.2896728974546455,0.0628051728098162,0.048666272231597155,1.0,0.011955701175846623,0.17902068806589558,0.011263047229908642,0.08070239604687195,0.07596346842078928,0.0004982768712063796,0.17021596181042914,0.03826235772228323,0.02507589416914712,0.08008113931694433,0.1395080041924881,0.13744701636145223,0.045945091926492966,0.006908153476134264,0.029910344062051942,0.05779234408666117,0.04714850842838478,0.0630490910469589,0.08304612611687831,0.05419454264331249,0.03372368260038962,0.1801001907747931,0.06242132301673231,0.038999881578087384,0.03035461450405421,0.2263109674597071,0.08290856364846971,0.10248050523559878,0.05304385598332055,0.04719340031535219,0.11568944852897708,0.06876994676505954,0.1318537423423834,0.16002043657070794,0.13886166884183007,0.013825443300320582,0.04342119834912323,0.11596102635879466,0.1041380615257462,0.10578165453299783,0.17644296751730634,0.02659802657715045,0.30015679830603215,0.13316458623830335,0.09192285330567636,0.010555563796946577,0.05748995175988386,0.08657717349931617
x-axis__rolling_std,0.011981968377471312,0.009690901639339803,0.011866649703357778,0.0539761916765227,0.9825888281105745,0.9288867189698125,0.7743947345355532,0.6712004822159292,0.829765102599985,0.6677103266582315,0.27629704941198535,0.2400017174840127,0.2797748646610969,0.0539761916765227,0.8211973145579349,0.7667383058073552,0.2962464661265164,0.3736715280405327,0.5251859309177416,0.7912675713035596,0.40707258285403036,0.3936505180547701,0.4074059905467831,0.0539761916765227,0.7854824691647887,0.6806520512408006,0.5226216115810656,0.5182069169903178,0.641091973081537,0.7848125396336131,0.34507938210536887,0.10078313340641558,0.1012366563731226,0.011955701175846623,1.0,0.31320831819731854,0.9213705410444301,0.37084563992965647,0.9447861872589318,0.00788785993160829,0.7602783197885592,0.9792247904208145,0.9224758005148728,0.38214349255945057,0.02806326526769226,0.2218627333129598,0.10690365191566172,0.1631371710897883,0.27923703445748604,0.8016896627978759,0.7156028312211272,0.7602613144829126,0.17683012264925957,0.7440927317978655,0.01616412528158749,0.3252571344625007,0.8017807999693652,0.8346414738513996,0.25215633166067725,0.1738309605351289,0.1455002174366663,0.41677649492839897,0.3441437390011113,0.40558676561390966,0.8112229296110604,0.5676509970946501,0.6744081174270616,0.18571428386971492,0.6995843258948035,0.005838984527777562,0.44643360008562183,0.7723751025392547,0.7842782964289254,0.25612428277381194,0.16652761790852405,0.8239146558348385,0.01406888996664612,0.16305466303479096,0.09075627561346945,0.9600700406862819,0.8005612826975393,0.8222639827591839
x-axis__zero_crossing_rate,0.17989043620632397,0.179088519335951,0.1793981970540027,0.057978134147116084,0.24062127549488643,0.13369553494280814,0.22571680112636755,0.12217644419668248,0.032051398144237006,0.39355655490563063,0.2941802308784915,0.3309724108164897,0.2908964678327405,0.057978134147116084,0.5534249750791991,0.47698229283242827,0.6289605990205845,0.5479883694538331,0.586092121878327,0.28394449303449854,0.07588311588289602,0.07322936695737658,0.07639985913980338,0.057978134147116084,0.5056818735031186,0.4460440923362705,0.25736864117953984,0.4301507425526056,0.41356131398905766,0.36499599003425287,0.5816900423404351,0.5566226382943563,0.35681299421286006,0.17902068806589558,0.31320831819731854,1.0,0.13490558229773159,0.13721451087411055,0.16423250875816728,0.005849754210184154,0.23634345855849745,0.21610000872403562,0.353199868412521,0.1340875206048285,0.07759678320775393,0.3964358233607353,0.058557212887868366,0.1404160836929169,0.2909909155359431,0.5732786876138783,0.26081064055714287,0.4741888338418613,0.20325813262247047,0.5166841109422372,0.0125042538097523,0.6459923376711676,0.5515432427491523,0.5168532762876684,0.3017363453190388,0.28283358581134066,0.16120307962648006,0.16501189773489414,0.20976320342721594,0.0756122442163675,0.5040772224254553,0.41192443408761975,0.4428431376527276,0.04326810600193008,0.5002748166653982,0.01981843721062384,0.22122672973075064,0.5061311049277248,0.46498543700477907,0.1352743722892648,0.00810895042317907,0.2206457667653578,0.11191610671856436,0.08944518405263313,0.3547237422848153,0.45146735693528445,0.6158127670325321,0.4931828946543589
x-axis__spectral_energy,0.011398698199447723,0.009506432063332246,0.011236828824883577,0.04404979457319219,0.9401457118861004,0.9905206299795197,0.7855831498800369,0.6001384595376176,0.7145740948298966,0.5912540058980296,0.35773825265754033,0.3226369832976688,0.3607659074238268,0.04404979457319219,0.6911709808318924,0.6974614484890584,0.20199791631471198,0.1840858685708299,0.3440862709677547,0.7382203922289006,0.30747897530366086,0.28296795424455523,0.30758874044612194,0.04404979457319219,0.6384329202158285,0.5871213286279827,0.4871799480757724,0.39301624903397064,0.5013497062407747,0.651484261507936,0.37116061455380744,0.28698485197238316,0.045118587561797825,0.011263047229908642,0.9213705410444301,0.13490558229773159,1.0,0.371179039437584,0.9257480000756023,0.005075453183726562,0.8109367187280379,0.9439973871681541,0.8208844532228877,0.3103978801343282,0.025372776614006033,0.2712587594021908,0.14980508032701245,0.08987709656408271,0.3601582011184706,0.6548972706784406,0.6043542886581746,0.6931859889875642,0.08641910668135293,0.633465697315005,0.009029187515296258,0.24181512253667428,0.6766093029715345,0.6922867686429733,0.14823796111879278,0.16593795583357052,0.05667516722344665,0.2899709545628735,0.23008243589735042,0.3057082043626483,0.6577458498657142,0.37534806157460376,0.5857724476565522,0.19769034474600722,0.574735524489157,0.00725606970141178,0.4316192547041435,0.6317743890962212,0.631350596115565,0.24007845624224106,0.2127201898267418,0.8066744773186756,0.014436458134083268,0.168678591627285,0.2286969418705369,0.8282410425271364,0.6378316686976162,0.6629040171135966
x-axis__spectral_entropy,0.08000361406614823,0.08799491426422612,0.08045735209735759,0.14221889255637105,0.38653894573219927,0.3763112985182725,0.3567119689471655,0.1905291623122232,0.3237239747098888,0.2553541342239811,0.1679580869204978,0.1677366776070439,0.15700930843513405,0.14221889255637105,0.18061917422865062,0.15194280381602931,0.000716271143219259,0.05980591993668866,0.11420917045419238,0.14449526096065954,0.21884054815236964,0.21106089532397038,0.21726733766827008,0.14221889255637105,0.1704340852016458,0.11746567721160843,0.05863874061847921,0.02268412533465922,0.12244763157361278,0.2553720883138171,0.2638945565720047,0.5157668019328229,0.3316977720473866,0.08070239604687195,0.37084563992965647,0.13721451087411055,0.371179039437584,1.0,0.4083493634371317,0.009136953268416195,0.3620161401551307,0.39980760821710465,0.3066876721361495,0.22043410735094043,0.043961799533771405,0.15691202842824586,0.15361877675770808,0.10922803848464707,0.1569098116399063,0.18120360103563266,0.23682639393227412,0.15062407823583654,0.3530962299040301,0.16476915746001106,0.005294529537033552,0.021272811736225073,0.18122642293806893,0.1479885493769494,0.09908162972205126,0.10948730078652963,0.08170179217321431,0.06471164474488746,0.04242412021928812,0.2171140127973521,0.18959057398465984,0.20779523074181644,0.11042421747455648,0.30192825141663826,0.10759551589907071,0.008536558938272284,0.03117912108406475,0.15522328100338337,0.17785926129205232,0.06851783546894583,0.13142017683578178,0.21583170210824815,0.005202579311780169,0.08020638916942795,0.1714928507263974,0.2312079052770103,0.1396010979901064,0.18939250553151413
x-axis__iqr,0.07619287539626463,0.08567167657758579,0.07613770339661294,0.04988249941976735,0.9588137066086848,0.9340673949090033,0.8168372189625787,0.6565782766298042,0.7918035370089169,0.5519018410652514,0.30092202380687266,0.28019282058997286,0.30424352133243915,0.04988249941976735,0.7385215127043588,0.697128208553886,0.20323157819390442,0.29878197585142346,0.43974327229950816,0.7496908592123752,0.3949303021982725,0.38393991260701105,0.3951779069807898,0.04988249941976735,0.6816822611414974,0.5782559454711093,0.46216826571009695,0.42736398322920877,0.5551917113999738,0.7089181673161937,0.4431537638191926,0.25946735631777645,0.020167747984160978,0.07596346842078928,0.9447861872589318,0.16423250875816728,0.9257480000756023,0.4083493634371317,1.0,0.004025155026423738,0.8257789582696899,0.9781899020900383,0.8334042162355634,0.4154003077808109,0.016642623779410455,0.2862280439745418,0.1420654766751458,0.09987876864853838,0.3035902779937171,0.7046504950411997,0.654807319110848,0.690803755725624,0.10980689982901957,0.6710196752120583,0.01637396320101871,0.22191830044009545,0.7198640856110349,0.761770305595538,0.2088097489149934,0.13717052788727316,0.12526082661240381,0.35702201976262743,0.2791429830639846,0.3936487176381885,0.6950508755753771,0.4764520244993226,0.5741072783500841,0.2218515105938298,0.6007587172056986,0.006905388560358935,0.38488753026648953,0.6702282214272695,0.6868505585388052,0.23327849350917315,0.15597924307275662,0.7878132207333766,0.023925512977385197,0.1952998819972659,0.1624797246731013,0.8671065809469457,0.6997182739125241,0.7144761553955795
x-axis__coeff_var,0.000736612560213495,0.0028673277199326636,0.0007403258077685002,0.0010173987713009314,0.004494510774425934,0.005371104001492973,0.010671550266698013,0.002807379513847134,0.00909874782282895,0.0025140030869437156,0.007864797565921539,0.008771419903736994,0.007933408093433476,0.0010173987713009314,0.0028312068979794544,0.0038319673593426294,0.0012694298975254128,0.003076040148554276,0.003630621427039926,0.0015944789584055271,0.015179433250543235,0.014617829428148401,0.015153873789131729,0.0010173987713009314,0.005238011887197272,0.00699665007654887,0.0005199801386489625,0.009655534659669548,0.0072206858669993206,0.010160583072274966,0.011169525770460584,0.022494257058199806,0.01792551224353339,0.0004982768712063796,0.00788785993160829,0.005849754210184154,0.005075453183726562,0.009136953268416195,0.004025155026423738,1.0,0.009466166480673338,0.004467754065870784,0.0036684785442761786,0.003233535749944254,0.0037377909843674196,0.004583863221943006,0.009960175033772422,0.015319783703523953,0.008077159786509268,0.006850270274563691,0.005979243115463489,0.0034204608405742406,0.002195581244078388,0.003867727455938708,0.00037907514257318,0.0001381062111949924,0.003603589549402117,0.0003288010554106327,0.0004039465107094867,0.011976167677221554,0.010992843240645244,0.02490101862861122,0.010679171874443453,0.014564854333588267,0.00927509084479146,0.017684321387369913,0.005531421525558217,0.015101392046410315,0.00738461171149559,0.00014414017537999778,0.0029015760131486227,0.006607627407072812,0.0014813036245006548,0.013217823475746819,0.013663377552422576,0.006769240678146458,0.01226095806212773,0.011944875111005098,0.012635774620831514,0.01025534932668651,0.005371014676297393,0.010982491877698099
x-axis__energy,0.17053652059104002,0.18607058568093812,0.17034478232101355,0.04488761346740756,0.7890199866991838,0.8181077375998445,0.9733339266860204,0.5584012857247572,0.7744103051741815,0.3467878835787167,0.5551369992340889,0.5445017352631564,0.5587572769009388,0.04488761346740756,0.46380758566609714,0.4760925229623651,0.22754696378319367,0.06519088513214528,0.05502478198455858,0.6707277382479778,0.3190053441840294,0.31561107120404147,0.31915868407236136,0.04488761346740756,0.46432898622021906,0.4158665933963618,0.43011306772743657,0.26514645039218093,0.41234912536867546,0.52187341581866,0.8193817491531634,0.3626592237312341,0.10002061522571705,0.17021596181042914,0.7602783197885592,0.23634345855849745,0.8109367187280379,0.3620161401551307,0.8257789582696899,0.009466166480673338,1.0,0.8096379463847784,0.6252846397728092,0.3022388129751754,0.002099135893112956,0.6145520167820714,0.17456592447795086,0.04495286826017797,0.5584520904390525,0.42839036472851705,0.6017294880395846,0.471842433577331,0.03717224158121988,0.41365886605424307,0.035147621626002636,0.1940668731312353,0.4446811256741352,0.5069322194319559,0.04758407484126477,0.018161440597688535,0.07433144753848653,0.26443201269163163,0.19437445038700682,0.3173283577601904,0.4805684625557383,0.20778108283797997,0.41184181406752834,0.23929885941179868,0.3813610610929537,0.013526129146469704,0.3732572529234315,0.45036102982230725,0.4794171803625819,0.16088787936415935,0.14266647746238237,0.6941194361700042,0.04188587629166911,0.1318735429188745,0.30346048296534617,0.6495539308975048,0.39169467737364405,0.4946897143788597
x-axis_MAD,0.03835717417147917,0.04327953478365057,0.03839365331723471,0.05217487204485821,0.9957285211702063,0.9535642529184105,0.815165903899576,0.6947779288467193,0.8412718198522878,0.6256569467474412,0.29990268337806325,0.27470341828684747,0.3032852808271072,0.05217487204485821,0.7903153102255008,0.7396906503578919,0.2581950820237062,0.350078359674171,0.5030271622511598,0.7795232589622187,0.40938506279964154,0.3981987966609318,0.4096626305645606,0.05217487204485821,0.742934920155975,0.6341839143210647,0.49167329249309366,0.486964414257986,0.6111554018178735,0.7579843494226661,0.4032812386895209,0.23554701591999602,0.010039071759048753,0.03826235772228323,0.9792247904208145,0.21610000872403562,0.9439973871681541,0.39980760821710465,0.9781899020900383,0.004467754065870784,0.8096379463847784,1.0,0.9102586245617835,0.39426808540301705,0.0313915320055727,0.24893962104180747,0.15362570629013475,0.10659582477210557,0.30287574534444994,0.7556409184414352,0.6709967602253092,0.7330481993703793,0.13892003546235884,0.711531079684588,0.016026772838734566,0.2814170463537013,0.7691565768444287,0.8127766234774473,0.22694053188002544,0.13310820722542666,0.14729239309526754,0.3770090089170403,0.3011402227995118,0.40794892184968146,0.7556740436065631,0.5205543044210162,0.6281782785039903,0.21389803348807115,0.6524085117855696,0.007612883841633897,0.4131291292386316,0.7285302473337855,0.7502992040835028,0.23413287738534458,0.1533084519592984,0.8232256994915317,0.016346219893841264,0.18648297242466014,0.1517825982261138,0.9176894972247638,0.7519315309514382,0.7722122710235788
x-axis_range,0.025099185837879824,0.030748905878683216,0.024949094440537847,0.0674858015818132,0.9385260908949725,0.8334831889186399,0.6699985439271193,0.7330379964327078,0.8623850139901817,0.7182695472808582,0.17876106744410827,0.15208536618880256,0.18308442214542017,0.0674858015818132,0.8255745424451959,0.739661720190387,0.4058905662672828,0.5015103273938312,0.6438845460482034,0.7288859654735312,0.43451693776001826,0.42653547347078485,0.4349371166953844,0.0674858015818132,0.7718738481160112,0.6382658968635175,0.4524988484939967,0.5434521829781384,0.660639500594599,0.788850814977715,0.22884939890217576,0.11403724822919943,0.06350297120206655,0.02507589416914712,0.9224758005148728,0.353199868412521,0.8208844532228877,0.3066876721361495,0.8334042162355634,0.0036684785442761786,0.6252846397728092,0.9102586245617835,1.0,0.2703746048000404,0.07534682272320058,0.06642061593468444,0.15175824850655395,0.1285337601750653,0.18289790433904352,0.7916835961810795,0.6000574181785374,0.7318039031385081,0.1817755428256098,0.7311780015654581,0.011993040556573823,0.42831248659706944,0.8011690720874496,0.8514401912365833,0.2637549421668241,0.11993137695799387,0.21768770845852153,0.4084690425731817,0.3476975907312479,0.43325225641211845,0.7797225207695222,0.5958450919918731,0.6309070882718062,0.20334679232368008,0.6728477651917837,0.012310380334384861,0.3702591311303578,0.7524191155367447,0.800279457733775,0.19941508986826115,0.12101729993212301,0.779605601326461,0.0016700620791975324,0.16080053134195946,0.06611875698080041,0.9156625167251464,0.7979504753962666,0.7955431835040851
x-axis_kurtosis,0.07937599624655842,0.08878171575345879,0.08043937477559465,0.022173511795635665,0.3690736822890851,0.3103069283367636,0.29690204372579554,0.24466820301014627,0.2678212008020401,0.14666419576989395,0.06516321043245904,0.06203108454689432,0.06419961413867971,0.022173511795635665,0.3326965698581443,0.2723218180679161,0.10757564641030053,0.22716914286671208,0.2708647612512349,0.27917608534483646,0.18384775435189854,0.1831536326986542,0.1823042239687529,0.022173511795635665,0.329449503765284,0.24547157049421053,0.17253085827082262,0.23412521956919197,0.28399808462755954,0.3085707405312259,0.1772474895456057,0.061766219170271704,0.019351368787778503,0.08008113931694433,0.38214349255945057,0.1340875206048285,0.3103978801343282,0.22043410735094043,0.4154003077808109,0.003233535749944254,0.3022388129751754,0.39426808540301705,0.2703746048000404,1.0,0.08221508867792487,0.09355529960147745,0.06034512122224638,0.04720926401704817,0.06413218185003461,0.3310606630253311,0.2811241239311236,0.2729294114479267,0.10924631785038331,0.30901666259701116,0.012818184550340303,0.10037422623820473,0.3291283824596116,0.3445385792176344,0.5664310979057312,0.022644989083640345,0.10457852011012826,0.1560451617537523,0.15894745395621412,0.18196269017412434,0.33155384814050304,0.3031896713518743,0.24436857215392782,0.05129120078264763,0.2829945641000224,0.008260409657909829,0.12186822854153952,0.32031659377079896,0.32445941594402505,0.2555650674832553,0.028304915470913013,0.2789342036450704,0.0028995345772088116,0.06255770515273212,0.00018451419093308313,0.3603334990967234,0.33042465446583136,0.33688734612305676
